date,A,B,spread_B
2025-06-18,0.027713234582244166,0.024506743952736595,0.0032064906295075704
2025-06-19,0.02769848565484542,0.02450947603121516,0.003189009623630258
2025-06-20,0.027493636843874562,0.024384427684117124,0.003109209159757438
2025-06-23,0.027313931297709922,0.02453135460834635,0.0027825766893635716
2025-06-24,0.02745671670423481,0.024731424714550875,0.0027252919896839332
2025-06-25,0.027500240176770104,0.02481657071904278,0.0026836694577273244
2025-06-26,0.027658340982656168,0.024927716990759113,0.0027306239918970555
2025-06-27,0.02781827016520894,0.025138642730547136,0.0026796274346618035
2025-06-30,0.02781691851707886,0.025244000459294983,0.0025729180577838753
2025-07-01,0.02804035852475878,0.02532104808522891,0.00271931043952987
2025-07-02,0.027607657809712107,0.024909358712893723,0.0026982990968183844
2025-07-03,0.027650326008210577,0.02496734995173471,0.0026829760564758658
2025-07-04,0.027681075331205878,0.0249602633969119,0.002720811934293979
2025-07-07,0.027764306498545104,0.025092735262226787,0.0026715712363183167
2025-07-08,0.028109196248833897,0.02545444019914322,0.0026547560496906764
2025-07-09,0.028254861316750566,0.02573301340200152,0.0025218479147490445
2025-07-10,0.028268812956745014,0.025793394732210945,0.0024754182245340685
2025-07-11,0.028364050733254063,0.025764678307746397,0.0025993724255076664
2025-07-14,0.028509536377670435,0.025785831574008915,0.0027237048036615197
2025-07-15,0.028128531420429422,0.025556524266201686,0.002572007154227736
2025-07-16,0.028094022965943665,0.02555800976517089,0.0025360132007727736
2025-07-17,0.028135443286809513,0.025538711738398095,0.0025967315484114184
2025-07-18,0.028359835537722297,0.02566691961940342,0.0026929159183188764
2025-07-21,0.028489674048270713,0.025852539981185325,0.0026371340670853886
2025-07-22,0.028863120746155786,0.026147716460513795,0.0027154042856419904
2025-07-23,0.02903291241949389,0.026327764804502725,0.0027051476149911637
2025-07-24,0.029234540162385744,0.026397310440055232,0.0028372297223305115
2025-07-25,0.02935295324036095,0.026491143511266416,0.0028618097290945346
2025-07-28,0.02922111065741119,0.026160161827701096,0.003060948829710093
2025-07-29,0.02935897435897436,0.026315159494882997,0.0030438148640913633
2025-07-30,0.029253960143076137,0.026119757633361055,0.0031342025097150818
2025-07-31,0.02845286019581532,0.025642969615676213,0.002809890580139106
2025-08-01,0.02832615902231458,0.025593713620488942,0.0027324454018256387
2025-08-04,0.028533692185007974,0.02587536044253516,0.0026583317424728123
2025-08-05,0.028672309310362097,0.025822175240779892,0.0028501340695822053
2025-08-06,0.028586408348729216,0.02583734868962275,0.0027490596591064655
2025-08-07,0.028242316609935376,0.025790368936594518,0.0024519476733408582
2025-08-08,0.028317752386605333,0.025960913975320306,0.002356838411285027
2025-08-11,0.028573567578358956,0.02613683647387505,0.002436731104483905
2025-08-12,0.028672309310362097,0.02619600834078046,0.002476300969581638
2025-08-13,0.028868942564671474,0.026360911270983212,0.002508031293688262
2025-08-14,0.029044695855106287,0.02647838130796098,0.0025663145471453083
2025-08-15,0.02930787345141804,0.026724609493709355,0.0025832639577086855
2025-08-18,0.02998481118734615,0.02766800906116285,0.0023168021261832997
2025-08-19,0.030491052407328505,0.02829654417916211,0.0021945082281663968
2025-08-20,0.030484558040468585,0.028316589386913962,0.002167968653554623
2025-08-21,0.030455367592297052,0.028231139646869984,0.0022242279454270687
2025-08-22,0.03035524920466596,0.028258354755784063,0.0020968944488818954
2025-08-25,0.030284595852729582,0.028090461892289018,0.0021941339604405648
2025-08-26,0.02979908390589215,0.02734452736318408,0.0024545565427080696
2025-08-27,0.029820814668194605,0.02721757969668833,0.002603234971506274
2025-08-28,0.029900245469264116,0.02733602735467827,0.0025642181145858443
2025-08-29,0.029909618097278094,0.02761067503924647,0.002298943058031626
2025-09-01,0.02996127276533389,0.027781638971378024,0.0021796337939558666
2025-09-02,0.029867487479131885,0.02743495351594185,0.0024325339631900353
2025-09-03,0.02975262446731109,0.027476098231581578,0.0022765262357295132
2025-09-04,0.0292420063336398,0.02689461129121047,0.0023473950424293295
2025-09-05,0.02972173190738241,0.027286831326796573,0.0024349005805858366
2025-09-08,0.029951867740922882,0.02742126598066729,0.0025306017602555915
2025-09-09,0.029951867740922882,0.027319043181112147,0.002632824559810735
2025-09-10,0.030047761507374166,0.02740076026671652,0.002647001240657646
2025-09-11,0.030163329820864067,0.027426397205588822,0.002736932615275245
2025-09-12,0.029967546063651592,0.027390518906123467,0.002577027157528125
2025-09-15,0.029844132825939635,0.02744351516664586,0.0024006176592937765
2025-09-16,0.029908055584578413,0.02762455236539549,0.0022835032191829245
2025-09-17,0.029980100544616674,0.02767845902052121,0.002301641524095465
2025-09-18,0.029973821989528797,0.027572584185113186,0.002401237804415611
2025-09-19,0.029903369025855314,0.027555304881870024,0.0023480641439852894
2025-09-22,0.03000366857082962,0.02761587740233639,0.00238779116849323
2025-09-23,0.030340770576077165,0.027636706473915775,0.0027040641021613895
2025-09-24,0.03042461603868842,0.02770811015186842,0.002716505886819997
2025-09-25,0.030523565792279803,0.02785555907507127,0.0026680067172085327
2025-09-26,0.030575731681264685,0.027836161053431247,0.002739570627833438
2025-09-29,0.030680600214362273,0.027919232967172518,0.0027613672471897555
2025-09-30,0.03066745232483394,0.027945849752129145,0.0027216025727047934
2025-10-09,0.030739905498281785,0.028056406329760083,0.0026834991685217024
2025-10-10,0.03067895611167676,0.028200359158542843,0.002478596953133915
2025-10-13,0.030651033301209978,0.028243833504624873,0.0024071997965851057
2025-10-14,0.030664167113015534,0.028316589386913962,0.0023475777261015712
2025-10-15,0.0308941773244833,0.02851121774088964,0.00238295958359366
2025-10-16,0.03108203485531245,0.028611400312337325,0.002470634542975126
2025-10-17,0.03140944752290558,0.028838460024922935,0.002570987497982645
2025-10-20,0.03191548667632958,0.029272352040476665,0.0026431346358529173
2025-10-21,0.03204948776801209,0.02926066413788514,0.0027888236301269534
2025-10-22,0.03202976390287569,0.029046109129343373,0.0029836547735323134
2025-10-23,0.0322862621249718,0.028849813004396038,0.0034364491205757623
2025-10-24,0.03197252317658885,0.02836774193548387,0.003604781241104981
2025-10-27,0.03207822042920379,0.028452180665199948,0.0036260397640038404
2025-10-28,0.03158620689655173,0.027901516593692492,0.003684690302859235
2025-10-29,0.031501045449543304,0.027685430046593632,0.0038156154029496715
2025-10-30,0.03141461808604039,0.027657566989558437,0.0037570510964819517
2025-10-31,0.03154791425579986,0.027734325722215215,0.0038135885335846414
2025-11-03,0.03167007799966809,0.027867917353276716,0.0038021606463913733
2025-11-04,0.03185333555889389,0.028151610218323835,0.0037017253405700577
2025-11-05,0.03189059714795009,0.028101233463283696,0.0037893636846663935
2025-11-06,0.03186752017812413,0.028128198567041966,0.0037393216110821643
2025-11-07,0.03168760723971883,0.02791037196902374,0.003777235270695088
2025-11-10,0.03133209281961471,0.02756221400363568,0.003769878815979028
2025-11-11,0.031080347448425624,0.027489840575179742,0.003590506873245882
2025-11-12,0.031231247613332607,0.027607207885979784,0.003624039727352823
2025-11-13,0.031190411332062108,0.027636706473915775,0.003553704858146333
2025-11-14,0.031061798057620313,0.02761934673366834,0.003442451323951972
2025-11-17,0.03108203485531245,0.027654088050314465,0.003427946804997986
2025-11-18,0.031097229766431287,0.027772865083375443,0.0033243646830558443
2025-11-19,0.031243178345339444,0.027862619605855142,0.0033805587394843024
2025-11-20,0.03138706140350877,0.027889128504376505,0.003497932899132264
2025-11-21,0.031476797888717836,0.02825472304331063,0.003222074845407208
2025-11-24,0.03166657447867692,0.028207595586348472,0.0034589788923284487
2025-11-25,0.03161760645054399,0.028094051498306818,0.0035235549522371727
2025-11-26,0.03160364338945625,0.02783263704266363,0.0037710063467926228
2025-11-27,0.03170515589522069,0.027783394414255022,0.003921761480965666
2025-11-28,0.03166832614227238,0.02770811015186842,0.003960215990403956
2025-12-01,0.03159517426273459,0.02787321711568938,0.0037219571470452073
2025-12-02,0.03188171743609734,0.028083285431436417,0.0037984320046609253
2025-12-03,0.03178436597823673,0.028002802190803717,0.003781563787433013
2025-12-04,0.03187461722621235,0.028133597798963465,0.0037410194272488838
2025-12-05,0.03174031158174863,0.02819493427380571,0.00354537730794292
2025-12-08,0.031877197727887475,0.028334836963526226,0.0035423607643612492
2025-12-09,0.03198317389239433,0.02839155420675405,0.003591619685640278
2025-12-10,0.03165883143049026,0.028024219247928618,0.0036346121825616418
2025-12-11,0.03166733843880156,0.02802243324198585,0.00364490519681571
2025-12-12,0.03165670539251897,0.02798676086818153,0.0036699445243374394
2025-12-15,0.03193550572454441,0.028196742336796202,0.003738763387748204
2025-12-16,0.03264154170705286,0.028349451966473243,0.004292089740579614
2025-12-17,0.03283059983943113,0.02848905014902164,0.00434154969040949
2025-12-18,0.032868297163853484,0.028646817382239884,0.0042214797816136004
2025-12-19,0.03299521641403954,0.02878559738134206,0.004209619032697478
2025-12-22,0.033126952898970025,0.028766764802093555,0.00436018809687647
2025-12-23,0.03324429475640207,0.029113421174601074,0.004130873581800993
2025-12-24,0.03233549844676645,0.02827652733118971,0.004058971115576737
2025-12-25,0.031887044669711484,0.02802243324198585,0.003864611427725633
2025-12-26,0.03200827462820083,0.028026005481547583,0.003982269146653245
2025-12-29,0.03212141614767435,0.02833301114762549,0.003788405000048862
2025-12-30,0.03215930794292776,0.028316589386913962,0.0038427185560137994
2025-12-31,0.032148472596585806,0.028347624266649475,0.0038008483299363308
2026-01-05,0.03202797202797203,0.028343969573905756,0.003684002454066273
2026-01-06,0.03190837141901683,0.028079698575898843,0.0038286728431179903
2026-01-07,0.03186929414384324,0.027952956134774318,0.0039163380090689245
2026-01-08,0.03200469588550984,0.027839685956692416,0.004165009928817423
2026-01-09,0.03215388935692221,0.02814440248351789,0.004009486873404321
2026-01-12,0.03211420878442812,0.02827289094650206,0.0038413178379260587
2026-01-13,0.03211601032200157,0.028428266632184652,0.003687743689816919
2026-01-14,0.03211601032200157,0.02853341985723556,0.0035825904647660105
2026-01-15,0.03208181563463155,0.02858535951111689,0.003496456123514659
2026-01-16,0.03197966707630432,0.02855009414973054,0.0034295729265737818
2026-01-19,0.03205128205128205,0.028633758791351913,0.003417523259930135
2026-01-20,0.031775545318310484,0.02827652733118971,0.003499017987120774
2026-01-21,0.0315914358238605,0.027974296984349153,0.0036171388395113482
2026-01-22,0.0314577724050772,0.027871450304259634,0.003586322100817569
2026-01-23,0.03127731643356643,0.02763496951794356,0.003642346915622874
2026-01-26,0.03141461808604039,0.02785908889311284,0.003555529192927547
2026-01-27,0.03135783535082434,0.027917460317460317,0.003440375033364026
2026-01-28,0.031217623643601068,0.02786615121363838,0.003351472429962688
2026-01-29,0.03103149222180064,0.02763496951794356,0.0033965227038570828
2026-01-30,0.031175125245044653,0.027776373973468098,0.003398751271576555
2026-02-02,0.031459501044070776,0.028024219247928618,0.0034352817961421575
2026-02-03,0.03137330118369136,0.027954733295187235,0.0034185678885041253
2026-02-04,0.03129783511917778,0.027846738442051933,0.003451096677125849
2026-02-05,0.0314404964577956,0.02794407372100413,0.003496422736791467
2026-02-06,0.0315566089736523,0.0280886674332439,0.0034679415404083973
2026-02-09,0.031621099143882905,0.028236578474184433,0.0033845206696984723
2026-02-10,0.031501045449543304,0.028251092264199435,0.0032499531853438686
