date,spread_A_mv,reits_close,bond_idx_close,csi300_close,csi500_close,csi1000_close,yield_10y
2023-02-03,0.9564166557501901,1122.43,219.8902,4141.632,6343.686,6925.076,2.8943
2023-02-06,0.963736520642201,1122.6,219.9347,4086.878,6302.335,6891.413,2.9017
2023-02-07,0.9543166557501901,1121.61,219.9627,4094.234,6317.238,6924.321,2.8964
2023-02-08,0.9534166557501901,1120.86,219.9968,4076.141,6268.276,6877.725,2.8973
2023-02-09,0.9260827248018113,1120.31,220.0442,4130.857,6354.562,6999.182,2.8912
2023-02-10,0.9198669580657346,1123.76,220.0885,4106.31,6334.252,6975.395,2.9003
2023-02-13,0.8929591528089884,1126.94,220.1719,4143.574,6383.828,7052.177,2.8943
2023-02-14,0.8704980424107136,1132.19,220.212,4145.29,6397.215,7061.449,2.8914
2023-02-15,0.874301280446927,1128.99,220.2406,4123.689,6384.348,7063.605,2.8918
2023-02-16,0.8824275888059699,1126.17,220.2978,4093.488,6289.479,6925.203,2.8907
2023-02-17,0.8881801637383178,1125.05,220.3253,4034.507,6237.405,6868.548,2.892
2023-02-20,0.8688412347435417,1126.79,220.2945,4133.49,6346.068,6959.361,2.917
2023-02-21,0.8569454585511576,1129.63,220.2436,4144.354,6383.425,6990.475,2.919
2023-02-22,0.8626801637383178,1127.49,220.2772,4106.951,6375.068,6998.43,2.9175
2023-02-23,0.8695192868391447,1122.9,220.2655,4103.646,6360.32,6966.787,2.922
2023-02-24,0.9032422407547168,1116.53,220.2739,4061.046,6340.844,6944.824,2.9126
2023-02-27,0.9244084742033377,1111.15,220.3118,4043.844,6307.206,6894.296,2.9117
2023-02-28,0.9256966457229372,1111.61,220.3133,4069.459,6357.535,6955.574,2.9017
2023-03-01,0.9325961886363631,1112.01,220.3459,4126.942,6402.141,7002.771,2.8977
2023-03-02,0.9148485198637908,1111.51,220.3573,4117.738,6382.232,6972.306,2.9111
2023-03-03,0.9233485198637904,1111.08,220.3499,4130.551,6390.318,6967.94,2.9026
2023-03-06,0.921757388261851,1107.81,220.5646,4109.01,6395.219,6997.044,2.8826
2023-03-07,0.9260408482344102,1103.41,220.6115,4048.852,6284.299,6855.344,2.8726
2023-03-08,0.8707196503340752,1100.27,220.6704,4034.108,6301.516,6891.456,2.8828
2023-03-09,0.89792758880597,1099.22,220.724,4019.851,6285.952,6892.857,2.8752
2023-03-10,0.8950041761426979,1098.61,220.7966,3967.135,6204.899,6798.299,2.8627
2023-03-13,0.8972044478390456,1105.66,220.8536,4008.686,6245.003,6832.621,2.8703
2023-03-14,0.9234781333832892,1104.3,220.8979,3984.696,6189.397,6769.849,2.8652
2023-03-15,0.9320143965452492,1103.93,220.9196,3986.902,6224.64,6803.474,2.8652
2023-03-16,0.9649669580657348,1101.13,221.0006,3939.151,6140.832,6689.783,2.8552
2023-03-17,0.9327414621155291,1100.68,221.0763,3958.819,6183.184,6736.367,2.8602
2023-03-20,0.9525266408424216,1096.02,221.2286,3939.077,6160.354,6721.455,2.8504
2023-03-21,0.9583242968277941,1094.73,221.2624,3982.378,6234.679,6809.391,2.8604
2023-03-22,0.963910709750567,1093.84,221.271,3999.443,6269.738,6840.326,2.8577
2023-03-23,0.9578555531190923,1093.55,221.2866,4039.09,6305.759,6868.835,2.8652
2023-03-24,0.942491159758854,1092.76,221.2679,4027.046,6310.098,6867.952,2.8676
2023-03-27,0.946396969172931,1093.36,221.3686,4012.477,6311.6,6886.689,2.8551
2023-03-28,0.9588028434553002,1088.55,221.3961,3999.515,6279.922,6825.383,2.8556
2023-03-29,0.9843643028462995,1080.33,221.4234,4006.144,6260.551,6806.281,2.8532
2023-03-30,0.9483560971751412,1079.33,221.4514,4038.526,6286.177,6807.645,2.8603
2023-03-31,0.9358781333832896,1084.65,221.5013,4050.926,6339.818,6875.808,2.8528
2023-04-03,0.9410969691729316,1089.08,221.5638,4090.568,6413.807,6962.205,2.8604
2023-04-04,0.9588827248018111,1089.1,221.5771,4103.105,6408.899,6953.363,2.8584
2023-04-06,0.9596669580657348,1085.98,221.6133,4096.64,6416.846,6983.027,2.8605
2023-04-07,0.9708827248018111,1087.79,221.6461,4123.28,6464.466,7042.89,2.8464
2023-04-10,0.9877001281273691,1085.57,221.7575,4104.812,6410.522,6968.573,2.8455
2023-04-11,1.0187212369020502,1080.85,221.8879,4100.148,6420.877,6984.142,2.8203
2023-04-12,1.0246792776300797,1074.55,221.9936,4097.288,6443.439,7021.016,2.8158
2023-04-13,1.063020253174297,1069.75,222.0131,4068.979,6404.646,6966.818,2.8277
2023-04-14,1.0776481413673231,1071.71,222.0318,4091.999,6431.069,7020.094,2.8281
2023-04-17,1.0385589013435697,1075.21,222.058,4149.384,6459.24,7012.773,2.8432
2023-04-18,1.0409387353504391,1077.87,222.1277,4162.032,6449.853,6997.072,2.8319
2023-04-19,1.0380560252679936,1074.15,222.2117,4124.559,6416.97,6965.576,2.8333
2023-04-20,1.0545285420991917,1068.46,222.2633,4113.019,6411.756,6963.899,2.8332
2023-04-21,1.0739230767450825,1053.56,222.3218,4032.567,6250.545,6773.512,2.8258
2023-04-24,1.0404625478824867,1049.43,222.4831,3982.643,6208.78,6725.271,2.8176
2023-04-25,1.0512146990439764,1044.71,222.5157,3962.666,6118.153,6603.239,2.8157
2023-04-26,1.0640744500574049,1039.08,222.5753,3959.232,6142.154,6624.4,2.8058
2023-04-27,1.099541428351901,1029.43,222.771,3988.419,6157.936,6633.493,2.7852
2023-04-28,1.1329918522243707,1029.05,222.8177,4029.086,6241.244,6723.305,2.7788
2023-05-04,1.193327273367227,1022.6,223.1052,4030.247,6262.389,6733.969,2.7613
2023-05-05,1.2425987172630744,1017.29,223.313,4016.877,6200.576,6653.653,2.7338
2023-05-08,1.2484308055335962,1013.36,223.3661,4062.662,6248.583,6702.5,2.7484
2023-05-09,1.2427952511811018,1015.49,223.4159,4027.875,6181.976,6611.637,2.7383
2023-05-10,1.168223822307692,1031.64,223.581,3996.87,6173.809,6627.311,2.721
2023-05-11,1.1555911281464524,1034.5,223.7915,3990.664,6154.47,6622.521,2.701
2023-05-12,1.1744693545663851,1032.25,223.7835,3937.762,6091.646,6535.944,2.7058
2023-05-15,1.2232931532163738,1025.18,223.8079,3998.887,6159.389,6585.91,2.719
2023-05-16,1.209513474786656,1029.71,223.7983,3978.205,6110.827,6516.289,2.7129
2023-05-17,1.2044588268633531,1027.71,223.7825,3960.165,6122.052,6554.98,2.721
2023-05-18,1.2254307090483612,1025.53,223.7495,3956.07,6128.176,6583.738,2.7184
2023-05-19,1.231809421545667,1022.73,223.8095,3944.54,6117.083,6602.317,2.7151
2023-05-22,1.2491753675548587,1020.62,223.9175,3969.328,6115.315,6595.984,2.7132
2023-05-23,1.269283112941176,1020.14,224.0663,3913.188,6052.43,6528.453,2.6962
2023-05-24,1.2883970935649427,1019.06,224.1041,3859.094,6005.791,6513.182,2.7037
2023-05-25,1.291911205219454,1019.47,224.1018,3850.5,5988.189,6501.0,2.7065
2023-05-26,1.2715970935649428,1017.34,224.0732,3850.951,6034.983,6546.408,2.7205
2023-05-29,1.31450909516257,1009.98,224.1308,3833.942,6025.155,6534.117,2.695
2023-05-30,1.3480312001601271,996.39,224.195,3837.753,6061.309,6564.469,2.7
2023-05-31,1.445711575980392,982.35,224.2559,3798.543,6047.802,6561.649,2.685
2023-06-01,1.4908313817581504,976.21,224.3568,3806.868,6051.46,6574.758,2.6825
2023-06-02,1.4799544748142024,970.31,224.3157,3861.834,6105.218,6626.279,2.6951
2023-06-05,1.5686650391908965,939.32,224.3902,3844.249,6097.106,6632.956,2.6926
2023-06-06,1.613059276975361,930.99,224.4859,3808.163,5983.42,6489.811,2.6826
2023-06-07,1.5482547857740578,943.14,224.5705,3789.342,5987.011,6488.557,2.6827
2023-06-08,1.4569657544003274,964.39,224.5992,3820.187,5966.148,6442.482,2.6822
2023-06-09,1.448633579633401,964.26,224.7104,3836.703,6009.583,6495.564,2.6703
2023-06-12,1.4772546095159962,957.82,224.8337,3844.432,6027.712,6530.161,2.6704
2023-06-13,1.5012730579119085,954.72,225.0765,3864.907,6044.037,6554.957,2.6227
2023-06-14,1.5213657544003274,952.73,225.2178,3864.025,6044.077,6578.123,2.6178
2023-06-15,1.4977540541205403,950.33,225.1045,3925.499,6096.808,6613.955,2.6482
2023-06-16,1.473179933742331,956.04,224.9288,3963.351,6148.013,6669.005,2.6626
2023-06-19,1.4840097103960388,948.54,224.8178,3930.908,6131.385,6693.299,2.6876
2023-06-20,1.494789458969072,945.69,224.8262,3924.238,6126.113,6693.915,2.6751
2023-06-21,1.499789458969072,939.67,224.9032,3864.032,5990.846,6548.407,2.6701
2023-06-26,1.5264028361675646,933.67,225.0342,3809.696,5887.032,6420.973,2.6677
2023-06-27,1.5074544748142022,930.6,224.9863,3845.433,5948.003,6507.273,2.6676
2023-06-28,1.4622395665306112,928.91,225.0265,3840.799,5942.311,6475.505,2.6651
2023-06-29,1.4479603965936731,924.95,225.088,3821.844,5940.578,6520.039,2.6526
2023-06-30,1.4888730579119085,918.59,225.2071,3842.452,5998.729,6602.037,2.6351
2023-07-03,1.5331313817581504,909.04,225.2884,3892.882,6042.312,6612.884,2.6402
2023-07-04,1.518753208899876,903.0,225.3325,3899.013,6055.258,6638.447,2.6477
2023-07-05,1.5996247119496854,892.75,225.3743,3868.805,6020.821,6584.423,2.6402
2023-07-06,1.5050548926229506,909.36,225.4324,3842.755,5988.553,6567.079,2.6392
2023-07-07,1.4354686166868191,928.76,225.477,3825.699,5961.606,6521.427,2.6403
2023-07-10,1.4585982318605586,931.2,225.5658,3844.327,5984.281,6526.852,2.6403
2023-07-11,1.4752617634146334,928.2,225.6523,3869.486,6029.232,6579.37,2.6353
2023-07-12,1.4861730579119086,923.76,225.6923,3843.437,5962.794,6482.987,2.6378
2023-07-13,1.4377568527632103,930.76,225.7163,3898.423,6044.058,6548.313,2.6413
2023-07-14,1.3987755049980004,938.67,225.6991,3899.103,6030.519,6544.459,2.6444
2023-07-17,1.344695251181102,961.59,225.8004,3867.175,6012.69,6516.56,2.6364
2023-07-18,1.262834411222136,989.34,225.889,3854.939,6001.8,6510.034,2.6234
2023-07-19,1.299113474786656,978.29,225.9541,3850.866,5993.413,6492.349,2.6233
2023-07-20,1.3394233207990598,961.9,225.9915,3823.695,5925.484,6408.76,2.6214
2023-07-21,1.3054057035603712,963.6,226.0975,3821.91,5925.626,6401.417,2.6079
2023-07-24,1.2824075653507083,963.04,226.2459,3805.221,5916.714,6393.794,2.5934
2023-07-25,1.200959471914406,965.14,225.9708,3915.115,6016.631,6498.269,2.663
2023-07-26,1.215062547882487,963.27,225.985,3907.013,6001.54,6457.254,2.643
2023-07-27,1.230374450057405,960.5,226.1123,3902.346,5961.184,6407.546,2.6395
2023-07-28,1.1959508328892268,960.88,226.1283,3992.738,6043.244,6465.376,2.6533
2023-07-31,1.1764084742033378,965.54,226.0833,4014.63,6088.243,6515.849,2.6597
2023-08-01,1.1710476081849186,972.05,226.1471,3998.001,6098.879,6507.412,2.6607
2023-08-02,1.183608474203338,975.75,226.2194,3969.895,6077.465,6496.022,2.6525
2023-08-03,1.1867961886363632,975.12,226.3256,4004.984,6098.687,6499.545,2.6435
2023-08-04,1.205283595428571,978.22,226.3582,4020.579,6128.556,6535.322,2.6469
2023-08-07,1.200122532521871,980.14,226.4469,3990.153,6090.731,6503.983,2.6462
2023-08-08,1.1907084742033378,981.63,226.4849,3979.732,6066.102,6471.344,2.6454
2023-08-09,1.2016861255707756,984.15,226.52,3967.565,6021.751,6420.977,2.6461
2023-08-10,1.2076208303469302,984.5,226.5217,3975.717,6031.711,6426.814,2.6475
2023-08-11,1.214083595428571,981.25,226.5787,3884.254,5913.35,6304.635,2.6381
2023-08-14,1.2251225325218709,979.02,226.7522,3855.906,5916.803,6319.407,2.6212
2023-08-15,1.2543961886363633,979.64,227.0718,3846.536,5879.778,6261.733,2.5759
2023-08-16,1.2712084742033376,976.12,227.217,3818.334,5833.216,6186.403,2.5649
2023-08-17,1.2654001281273688,971.03,227.2679,3831.101,5874.361,6247.601,2.5678
2023-08-18,1.2205243779940114,972.0,227.3506,3784.004,5777.797,6117.107,2.5639
2023-08-21,1.2272044478390458,966.34,227.6049,3729.555,5710.778,6057.171,2.5403
2023-08-22,1.346333283674256,964.1,227.6354,3758.227,5741.061,6099.195,2.5564
2023-08-23,1.3613207270615555,962.5,227.6641,3696.634,5629.5,5973.671,2.5535
2023-08-24,1.2905600524714829,966.9,227.6937,3723.429,5652.673,5987.966,2.5543
2023-08-25,1.293759471914406,969.99,227.6519,3709.152,5581.212,5879.027,2.5702
2023-08-28,1.286174450057405,971.66,227.5501,3752.619,5644.141,5922.162,2.5837
2023-08-29,1.3372573176197835,969.16,227.4952,3790.107,5770.316,6108.759,2.57
2023-08-30,1.3457481413673231,968.71,227.504,3788.51,5775.153,6139.627,2.56
2023-08-31,1.3664355599534337,967.94,227.5606,3765.268,5739.398,6104.295,2.5575
2023-09-01,1.3711744671361497,964.79,227.4572,3791.491,5750.803,6107.2,2.585
2023-09-04,1.3283567957911142,962.5,227.1953,3848.952,5829.784,6198.762,2.6124
2023-09-05,1.3319094215456668,962.52,227.1574,3820.317,5788.715,6167.642,2.615
2023-09-06,1.3094094215456669,962.38,226.9865,3812.028,5790.381,6195.383,2.6375
2023-09-07,1.263219713955281,962.49,226.8209,3758.475,5702.701,6083.489,2.635
2023-09-08,1.2849134747866555,964.61,226.7472,3739.993,5708.623,6102.488,2.6375
2023-09-11,1.2682197139552809,970.51,226.6884,3767.537,5774.731,6182.643,2.63
2023-09-12,1.287279171693735,970.02,226.7591,3760.605,5770.926,6184.606,2.623
2023-09-13,1.2967918522243704,968.93,226.8514,3736.651,5715.397,6103.137,2.615
2023-09-14,1.3042918522243707,967.65,226.951,3733.508,5702.102,6068.713,2.6075
2023-09-15,1.273305703560371,965.67,226.8926,3708.777,5704.663,6079.063,2.64
2023-09-18,1.2769832768932037,962.73,226.7978,3727.711,5719.689,6083.969,2.65
2023-09-19,1.2660089114219115,962.54,226.7649,3720.502,5687.901,6031.042,2.6625
2023-09-20,1.2650357318305474,962.42,226.7553,3705.69,5651.006,5982.558,2.665
2023-09-21,1.278554899961074,962.06,226.807,3672.445,5611.919,5939.664,2.6576
2023-09-22,1.2478588268633533,963.28,226.7723,3738.933,5698.817,6054.928,2.6776
2023-09-25,1.2293832768932034,962.88,226.6997,3714.604,5666.664,6027.394,2.6976
2023-09-26,1.2456567957911142,963.09,226.5902,3692.893,5646.654,5996.11,2.6951
2023-09-27,1.249987670560747,963.3,226.5951,3700.495,5674.345,6034.061,2.6877
2023-09-28,1.264121635372029,965.3,226.7308,3689.517,5690.77,6078.945,2.6751
2023-10-09,1.2644233221789882,962.17,226.9609,3684.727,5658.083,6059.965,2.6702
2023-10-10,1.2489357318305476,960.3,226.8501,3657.126,5630.371,6043.482,2.6811
2023-10-11,1.2385548999610738,954.79,226.6839,3667.548,5629.789,6059.401,2.6976
2023-10-12,1.240463739502332,953.75,226.6177,3702.382,5671.642,6104.456,2.6911
2023-10-13,1.261363739502332,950.03,226.7243,3663.41,5633.383,6081.866,2.6702
2023-10-16,1.2738365134818284,943.67,226.7798,3626.597,5580.667,6024.359,2.6777
2023-10-17,1.3244912452380948,938.95,226.7096,3639.402,5595.342,6011.37,2.6882
2023-10-18,1.3640080233400398,933.79,226.6249,3610.577,5524.599,5908.008,2.7052
2023-10-19,1.3845239099391478,927.09,226.4442,3533.545,5464.027,5842.892,2.7177
2023-10-20,1.462970625721351,915.88,226.4211,3510.589,5423.675,5774.32,2.7052
2023-10-23,1.5174218947807931,902.33,226.5209,3474.244,5290.334,5638.136,2.7047
2023-10-24,1.4453226175380811,911.82,226.4154,3487.13,5352.012,5719.323,2.7177
2023-10-25,1.4407540541205406,916.23,226.4802,3504.458,5375.998,5778.905,2.7052
2023-10-26,1.4529706257213513,914.39,226.5373,3514.145,5398.934,5811.692,2.7152
2023-10-27,1.4548706257213513,914.67,226.5259,3562.385,5492.027,5916.678,2.7133
2023-10-30,1.476526580190634,909.84,226.6131,3583.772,5546.388,6006.559,2.7141
2023-10-31,1.5107662943866944,908.96,226.6943,3572.506,5528.239,5969.341,2.6938
2023-11-01,1.5652178385876416,905.0,226.7295,3571.027,5509.966,5958.418,2.6853
2023-11-02,1.6077615252951092,902.55,226.8742,3554.189,5459.452,5885.247,2.6553
2023-11-03,1.5892178385876412,903.3,226.8873,3584.136,5510.357,5973.167,2.6613
2023-11-06,1.5491662943866942,902.59,226.9615,3632.608,5605.062,6096.57,2.6554
2023-11-07,1.5326431278008297,897.93,226.9646,3619.759,5611.098,6116.757,2.6632
2023-11-08,1.4910721513911618,903.59,226.9767,3611.072,5608.017,6138.938,2.6464
2023-11-09,1.4412075800970872,911.05,227.032,3612.826,5592.057,6100.693,2.6494
2023-11-10,1.4981571233101183,909.14,227.1037,3586.489,5573.1,6088.558,2.6444
2023-11-13,1.5313789913258984,904.91,227.2258,3579.414,5605.569,6144.635,2.6454
2023-11-14,1.5368028361675643,904.22,227.2638,3582.058,5630.553,6181.98,2.6573
2023-11-15,1.5500258074999995,901.57,227.3091,3607.245,5664.617,6207.268,2.6633
2023-11-16,1.5680855213032574,898.96,227.454,3572.364,5609.361,6145.151,2.6558
2023-11-17,1.5714855213032577,895.63,227.5558,3568.069,5631.423,6199.228,2.6524
2023-11-20,1.5743258007534533,892.49,227.6275,3576.323,5659.773,6253.276,2.6584
2023-11-21,1.5928650391908965,888.79,227.6627,3581.067,5641.084,6212.125,2.6684
2023-11-22,1.631685468430034,882.52,227.6206,3544.416,5572.899,6132.97,2.6823
2023-11-23,1.7095594842931936,873.8,227.4949,3561.52,5622.989,6197.526,2.7023
2023-11-24,1.7869176534873392,862.39,227.484,3538.009,5570.421,6115.407,2.7053
2023-11-27,1.877213583484573,851.01,227.4419,3511.942,5566.507,6111.364,2.7108
2023-11-28,1.9128317423759664,847.27,227.4911,3518.523,5591.496,6143.302,2.6898
2023-11-29,1.8723468189189176,846.03,227.5057,3488.307,5553.335,6113.366,2.6826
2023-11-30,1.7573750275711149,849.26,227.603,3496.203,5545.05,6080.547,2.668
2023-12-01,1.6774064111587976,850.32,227.6074,3482.881,5566.869,6130.051,2.6625
2023-12-04,1.7316733179442507,849.77,227.6243,3460.138,5559.068,6114.393,2.6725
2023-12-05,1.8735915341113087,846.35,227.6147,3394.257,5460.409,5992.6,2.665
2023-12-06,1.8518767060402683,847.94,227.5925,3399.598,5481.824,6023.804,2.6725
2023-12-07,1.8664578575268809,845.85,227.6316,3391.282,5481.136,6020.83,2.664
2023-12-08,1.8567316665176563,843.35,227.6852,3399.462,5497.99,6003.144,2.6636
2023-12-11,1.882401941808414,836.91,227.8496,3419.455,5564.854,6075.08,2.644
2023-12-12,1.8727506413916144,829.69,227.89,3426.803,5566.178,6078.99,2.6375
2023-12-13,1.922110983370786,823.26,228.0724,3369.605,5507.513,6019.553,2.6226
2023-12-14,1.9009915341113093,821.57,228.1827,3351.964,5489.327,5991.862,2.6376
2023-12-15,1.8615491964523283,822.51,228.382,3341.552,5449.786,5951.6,2.6227
2023-12-18,1.8420175938325989,821.57,228.5832,3329.366,5385.27,5857.005,2.6126
2023-12-19,1.831596275528169,819.78,228.6715,3334.041,5379.874,5863.542,2.6191
2023-12-20,1.7590746698440207,828.9,228.7722,3297.502,5309.287,5761.312,2.6222
2023-12-21,1.7073848865278358,849.23,228.9394,3330.87,5338.762,5798.912,2.5901
2023-12-22,1.6450258007534533,856.09,229.1504,3337.228,5311.69,5733.909,2.5877
2023-12-25,1.7078794663847772,856.67,229.3912,3347.451,5315.375,5735.726,2.5678
2023-12-26,1.7409598025641024,854.18,229.53,3324.79,5258.284,5651.588,2.5804
2023-12-27,1.8197813584415576,848.8,229.6604,3336.357,5285.53,5696.161,2.5577
2023-12-28,1.8194810494791671,851.81,229.7753,3414.54,5382.797,5805.527,2.5694
2023-12-29,1.725810049957662,861.77,229.8451,3431.11,5429.229,5887.235,2.5553
2024-01-02,1.7282723231552164,849.64,229.8875,3386.352,5409.455,5854.749,2.5601
2024-01-03,1.731638109322034,845.47,229.8373,3378.297,5401.395,5824.043,2.5531
2024-01-04,1.8218129043103448,838.83,229.9325,3347.052,5355.322,5783.016,2.5368
2024-01-05,1.8505267550755933,831.18,230.0946,3329.111,5281.871,5675.809,2.5175
2024-01-08,1.9040417378768013,822.25,230.1884,3286.056,5167.7,5543.575,2.5136
2024-01-09,2.0422289914912666,806.91,230.4195,3292.499,5180.653,5553.304,2.4862
2024-01-10,2.1919585983302405,795.88,230.4444,3277.129,5158.078,5512.069,2.4982
2024-01-11,2.2683539547383305,798.88,230.4621,3295.672,5223.863,5611.115,2.4992
2024-01-12,1.8622469135287625,796.02,230.4332,3284.167,5206.178,5574.493,2.5172
2024-01-15,2.1279706622395826,800.58,230.4873,3280.92,5193.296,5559.376,2.5212
2024-01-16,2.0547936744484345,810.26,230.4982,3300.876,5190.398,5539.474,2.5252
2024-01-17,2.0460087981124855,821.92,230.5765,3229.082,5061.54,5389.122,2.5077
2024-01-18,2.0884861558073653,813.24,230.7272,3274.729,5066.958,5373.424,2.5092
2024-01-19,2.0796448005646817,817.1,230.8335,3269.776,5018.433,5306.986,2.5027
2024-01-22,2.1257036065700974,807.69,231.0978,3218.902,4780.975,5000.834,2.4922
2024-01-23,2.138924926657997,800.48,231.1546,3231.933,4865.743,5079.632,2.5042
2024-01-24,2.1577180945293115,799.29,231.2218,3277.109,4933.701,5143.408,2.5042
2024-01-25,2.115922911088136,807.57,231.3602,3342.919,5073.178,5316.195,2.4984
2024-01-26,2.0876543019013356,808.7,231.4128,3333.821,5027.093,5269.765,2.4994
2024-01-29,2.091876019265347,810.24,231.5478,3303.96,4927.914,5131.247,2.494
2024-01-30,2.1307650849068716,810.66,231.9562,3245.039,4814.991,4984.66,2.4557
2024-01-31,2.163502405509784,807.81,232.3361,3215.352,4696.98,4785.032,2.433
2024-02-01,2.168807696453901,808.41,232.3949,3217.711,4678.731,4750.444,2.4354
2024-02-02,2.1833727043489484,808.18,232.3914,3179.628,4563.222,4574.669,2.4244
2024-02-05,2.215912564447317,803.0,232.6497,3200.422,4460.264,4293.07,2.4002
2024-02-06,2.1576524449322134,804.9,232.4177,3311.692,4805.901,4592.444,2.4525
2024-02-07,2.189501481299974,811.58,232.4835,3343.63,5109.569,4797.846,2.4153
2024-02-08,2.110587985477706,829.58,232.4648,3364.93,5150.229,4993.105,2.4379
2024-02-19,1.9650123565795958,861.37,232.7144,3403.808,5141.604,5029.586,2.4344
2024-02-20,2.0386736516209467,868.55,232.8582,3410.854,5140.958,5046.012,2.4134
2024-02-21,2.0423952452594802,874.58,232.9174,3456.871,5139.037,5073.482,2.4119
2024-02-22,2.0338356637256108,882.42,233.0186,3486.675,5176.343,5151.534,2.4033
2024-02-23,1.8437065960532564,899.38,233.1976,3489.742,5197.712,5225.67,2.4009
2024-02-26,1.806007487810595,925.44,233.3672,3453.359,5195.464,5255.396,2.3789
2024-02-27,1.831656711420481,914.0,233.5772,3494.787,5307.804,5394.034,2.3809
2024-02-28,1.8774431691653874,900.75,233.7334,3450.26,5184.047,5152.052,2.3376
2024-02-29,1.8780408129870125,907.15,234.0485,3516.083,5346.793,5344.605,2.3375
2024-03-01,1.7838348082781073,926.86,233.7782,3537.804,5379.048,5401.939,2.3675
2024-03-04,1.771746733502538,942.68,233.9036,3540.869,5388.82,5428.336,2.3475
2024-03-05,1.8080573343345656,946.23,233.9669,3565.514,5351.827,5375.132,2.3169
2024-03-06,1.8863348082781066,936.97,234.3408,3551.048,5350.102,5381.459,2.265
2024-03-07,1.9102525317851273,928.49,234.4808,3529.72,5277.299,5303.277,2.2776
2024-03-08,1.8906686168770441,926.16,234.4756,3544.91,5349.595,5370.372,2.2825
2024-03-11,1.853103026202399,929.41,234.3427,3589.264,5441.051,5466.646,2.305
2024-03-12,1.8090508365541327,927.19,233.9172,3597.494,5423.718,5496.355,2.3476
2024-03-13,1.833265206626998,921.12,233.8103,3572.361,5415.113,5521.784,2.3326
2024-03-14,1.8219075910893399,918.2,233.7338,3562.223,5392.927,5486.646,2.3425
2024-03-15,1.846351305250875,919.85,233.8351,3569.993,5454.146,5555.644,2.32
2024-03-18,1.8888768340555095,918.96,234.0412,3603.528,5528.447,5648.012,2.2926
2024-03-19,1.8994189846658078,917.32,234.23,3577.63,5478.225,5607.475,2.2801
2024-03-20,1.8770933496143958,911.95,234.2072,3585.384,5493.414,5659.154,2.2951
